"title","link","pubDate","{http://purl.org/dc/elements/1.1/}creator","guid","{http://purl.org/rss/1.0/modules/content/}encoded","{http://wordpress.org/export/1.2/excerpt/}encoded","{http://wordpress.org/export/1.2/}post_id","{http://wordpress.org/export/1.2/}post_date","{http://wordpress.org/export/1.2/}post_date_gmt","{http://wordpress.org/export/1.2/}comment_status","{http://wordpress.org/export/1.2/}ping_status","{http://wordpress.org/export/1.2/}post_name","{http://wordpress.org/export/1.2/}status","{http://wordpress.org/export/1.2/}post_parent","{http://wordpress.org/export/1.2/}menu_order","{http://wordpress.org/export/1.2/}post_type","{http://wordpress.org/export/1.2/}is_sticky","{http://wordpress.org/export/1.2/}attachment_url","{http://wordpress.org/export/1.2/}postmeta","category","{http://wordpress.org/export/1.2/}comment"
"OMD 2019 Paushuize","http://histomap.eu/2017/08/19/omd-2017-paushuize/","Sat, 19 Aug 2017 10:14:35 +0000","hm","http://histomap.eu/?p=1284","<img class=""alignnone size-full wp-image-1285"" src=""http://histomap.eu/wp-content/uploads/2017/08/220px-Paushuize_Utrecht.jpg"" alt="""" width=""220"" height=""165"" />

<strong>Paushuize: de geschiedenis vanaf 4 oktober 1360</strong>

W.P.Heere

Het huis was lange tijd een huis van kanunnikken van de Pieterskerk, dat gelegen was binnen de immuniteit van St.Pieter. Aan de kerk waren geestelijken verbonden, die hun eigen huis mochten hebben. Als een kanunnik overleed werd zijn huis verkocht aan een opvolger. De oudste bewaarde verkoopakte dateert uit 4 oktober 1360 toen het bezit overging op Pieter Uterloe, proost van St Pieter. In de volgende tijd zijn er meerdere verkoopakten bekend. In 1499 kocht de Utrechtse bisschop Frederik van Baden het huis, dat hij op zijn beurt verkocht op 25 april 1517 aan Adriaan Boeijens, op dat moment bisschop van Tortosa, maar ook nog proost van de Salvatorkerk (aan het Domplein) en vicaris van de Pieterskerk. In de oorkonde van 1517 staat dat: er in het huis geen openbare herberg mocht zijn, en dat er ook geen drank verkocht zou mogen worden.
Adriaan voelde zich niet prettig in Spanje en vroeg een familielid en oud studiegenoot Floris Oems om het huis voor hem te kopen omdat hij plannen had naar Utrecht terug te gaan. Floris kreeg de opdracht bouwmateriaal aan te schaffen voor de aanbouw van een paar kamers, waarbij de abt van de Paulusabdij de werkzaamheden zou controleren. Helaas heeft Adriaan Utrecht nooit meer teruggezien: in 1522 werd hij tot Paus gekozen, en een jaar later overleed hij. Vanaf 1522 was het huis dus Paushuize. In zijn testament had Adriaan bepaald, dat de kardinaal Willem van Enkevoirt over het huis zou mogen beschikken. Reeds in 1531 werd het huis in de administratie aangeduid als 'domus papalis'.
In 1580 werd in Utrecht de katholieke eredienst verboden. In 1584 kochten de Staten van Utrecht het huis aan, dat ze in 1588 weer door verkochten. Uiteindelijk werd in 1612 Jhr Daniel d'Ablaing eigenaar. Hij zorgde voor de brug aan de K.N.Gracht. In 1643 ontvluchtte d'Ablaing Utrecht. Zijn opvolger, Jacob van Asch van Wijk maakte het huis tot een echt burgerhuis. In 1649 werd Klein Paushuize (Achter St Pieter 220) erbij gekocht, en werd een klein huis aan de KNG verbouwd tot koetshuis en stal. In 1650 werd met de bouw van het huidige Achter St Pieter 200 begonnen. De toenmalige eigenaar was Johan van Bempden, die in 1572 bij de komst van de Fransen naar Amsterdam vluchtte. Paushuize werd het feestgebouw van de Franse troepen, waarbij veel schade werd aangericht. Toen zij vertrokken waren, ging het huis weer terug naar Van Bempden, die nog leefde toen in 1712 Paushuize onderdak werd van de afgezant van de Keizer bij de vredesbesprekingen van Utrecht.
In 1714 werd Paushuize verkocht aan de weduwe Hester van Hinlopen, die Paushuize van buiten en binnen ingrijpend liet verbouwen. Na haar dood in 1750 werd Paushuize in delen verder verkocht, totdat in 1795 Willem Gravelaar, kok en pasteibakker, het pand in gebruik nam als logement voor bruiloften en partijen, voor notariële verkopingen, etc. In een schetsboek uit 1800 van de gebroeders van Utenhove staan kostelijke impressies van een goed renderend etablissement. In 1807 logeerde de vrouw van Lodewijk Napoleon er, terwijl een half jaar later Lodewijk zelf het kocht en er ging wonen tot zijn paleis aan de Wittevrouwenstraat klaar was. In 1813 ging Paushuize over naar de stad, die er een koffiehuis van maakte en later het “stadsmuziekcollege” er in liet concerteren.
In 1814 werd Paushuize aan het Rijk verkocht als woning van de gouverneur (na 1850: de commissaris) van de Koning(in), een bewoning, die voortduurde tot 1954. Vanaf 1828 werd de omgeving van de KNG onderhanden genomen en werden gebouwen voor de provinciale griffie opgetrokken. Later bleek dat de financiële stukken niet deugden. In 1849 werden ruimtes in het Gebouw van Kunsten en Wetenschappen voor de Staten gehuurd. Dit duurde tot 1916, toen men door de aankoop van ASP 200 ruimtes voor de Staten had gecreëerd, en grote nieuwbouw in de tuin erachter had gerealiseerd. Het oude Paushuize bleef zoals gezegd de woning van de Commissaris tot 1954, waarna de Provincie het aankocht en er kantoren voor de Provincie aanbracht. Dit werd te klein, waarna de Provincie in 1997 het geheel verliet onder behoud van het oude gebouw voor officiële doeleinden. In hetzelfde jaar verkocht de Provincie het griffiegedeelte aan de Universiteit voor gebruik door de Juridische Faculteit; de oude Statenzaal werd de vergaderruimte van de Faculteit. Tijdens de periode van de verbouwing van het stadhuis, diende Paushuize ook als trouwzaal. In de huidige eeuw heeft een flinke opknapbeurt plaats gevonden, waarbij de spiegelzaal weer balzaal werd – zoals lang geleden.","","1284","2017-08-19 12:14:35","2017-08-19 10:14:35","open","open","omd-2017-paushuize","publish","0","0","post","0","","","Geen categorie",""
"OMD 2019 Eloyen Gasthuys","http://histomap.eu/2017/08/19/omd-2017-eloyen-gasthuys/","Sat, 19 Aug 2017 10:27:27 +0000","hm","http://histomap.eu/?p=1287","<!-- wp:paragraph -->
<p> Het  Sint Eloyen Gasthuis is sinds  circa 1445 gevestigd aan de Boterstraat 22 te Utrecht Het thema voor open monumentendag is : kunst en vermaak Hoewel de suggestie wordt gewekt dat hier vroeger geen vermaak plaatsvond, laat staan dat en ruimte voor kunst zou zijn, is een onjuiste constatering. Zowel kunst als vermaak hebben door de eeuwen heen een rol van betekenis gespeeld. Tijdens open monumentendag zal hierop worden ingegaan, waarna u deelgenoot gemaakt kunt worden van wat het Sint Eloyen Gasthuis vandaag de dag te bieden heeft. </p>
<!-- /wp:paragraph -->

<p><strong><img width=""219"" height=""300"" class=""alignnone size-medium wp-image-1288"" alt="""" src=""http://histomap.eu/wp-content/uploads/2017/08/foto_deur_eloyengasthuis_ge_walda_jpg36305FB499ACF81284B1D0D88049972D-219x300.jpg""></strong></p>
<p><strong>&nbsp;Rudolf Boswijk</strong>
<p align=""LEFT"" dir=""LTR""><strong>Het St. Eloyen Gasthuis<br>
</strong></p>
<p align=""LEFT"" dir=""LTR"">Al in de dertiende eeuw bestonden er broederschappen van ambachtslieden.</p>
<p align=""LEFT"" dir=""LTR"">De Utrechtse Gildenbrief van 1304 bepaalde dat in Utrecht 21 van dergelijke broederschappen tot gilden werden verheven met voorgeschreven rechten en plichten.</p>
<p align=""LEFT"" dir=""LTR"">Naast economische macht kregen de gilden ook bestuurlijke macht en waren belast met de verdediging van de stad.</p>
<p align=""LEFT"" dir=""LTR"">Eén van de gilden in Utrecht bezat een eigen gasthuis, dat was het St. Eloyen Gasthuis van het smedegilde. Het gasthuis zorgde voor opvang van arme of behoeftige broeders van het smedegilde en diende tevens als vergaderruimte voor het gilde.</p>
<p align=""LEFT"" dir=""LTR"">Uit bewaard gebleven archieven blijkt dat het St. Eloyen Gasthuis vanaf c.a. 1445 gevestigd is aan de Boterstraat.</p>
<p align=""LEFT"" dir=""LTR"">Open Monumentendag is de enige gelegenheid om dit bijzondere huis met zijn fraaie interieur en kolfbaan te bezoeken.</p>
<p>&nbsp;</p>","","1287","2017-08-19 12:27:27","2017-08-19 10:27:27","open","open","omd-2017-eloyen-gasthuys","publish","0","0","post","0","","","Geen categorie",""
"OMD 2019 Senaatszaal","http://histomap.eu/2017/08/19/omd-2017-senaatszaal/","Sat, 19 Aug 2017 10:49:10 +0000","hm","http://histomap.eu/?p=1290","<img class=""alignnone size-medium wp-image-1291"" src=""http://histomap.eu/wp-content/uploads/2017/08/20160429SenaatszaalAcademiegebouwKlein-300x150.jpg"" alt="""" width=""300"" height=""150"" />

<strong>de Senaatszaal van de universiteit Utrecht </strong>

<strong>Joost van Sonsbeeck</strong>

Senaatszaal is het hart van de universiteit, naast natuurlijk de Aula

Het is een monument omdat eeuwen en actualiteit hier samen komen, ook al is de zaal van 1924. Vier eeuwen in een zaal uit 1924: een beetje <em>constructie van traditie</em>.
-Traditioneel vergaderde de senaat hier, nu het college van decanen en de Universiteitsraad
-Hier kan de student het hoogste universitaire goed proeven: ongeveer 500 promoties per jaar
-Hier hangen professoren van 1636 tot nu : ca 180 portretten (met jaren als professor) van de ruim 500 in totaal in de universiteit

Afgebeelde beroemdheden zijn bijvoorbeeld:
<strong>Gisbertus Voetius</strong> (theoloog, <u>gaf college in het latijn</u>),
<strong>Hieronymus Simonz van Alphen</strong> (theoloog, rector magnificus),
<strong>Nicolaas Beets</strong> (auteur en predikant),
<strong>Christiaan Eijkman</strong> (arts, <u>enige met baret, nobelprijs</u>),
<strong>Franciscus Donders</strong> (wereldberoemd oogarts),
<strong>Buys Ballot</strong> (meteoroloog). NB bekend met hun straat! Stijl van schilderen.

Allemaal mannen, maar er hangen sinds Vrouwendag 2012 ook drie dames: de eerste vrouwelijke professor:
<strong>Johanna Westerdijk </strong>(plantenziektekundige),
<strong>Jacoba Hol</strong> (wis- en natuurkundige) en
<strong>Cornelia de Vogel </strong>(letteren). Het portret van Johanna Westerdijk hangt boven het kleine lage deurtje. Yvonne van Rooy bedacht dit, zodat hoogleraren moeten bukken als ze tijdens een promotie in beraad gaan

In de oorlog zijn de schilderijen verwijderd, zonder goed te noteren wie wie was. Daarom kloppen nu de namen niet allemaal, zo wordt gefluisterd.

Er zijn ook een paar lege plekken. Karl Marx heeft er ook gehangen

De Penningen op schoorsteen voor Nobelprijswinnaars Eijkman en Veltman

Het is al lang geen plicht meer om je als professor te laten schilderen. Nu krijgt een vertrekkend hoogleraar een verzoek voor een portret voor het museum. Lang niet iedereen gaat daar op in. Tegenwoordig een paar grote schilderijen van een paar hoogleraren met een wat groter ego ??

Bronnen: Teeuwisse <em>Utrechtse universiteitsportretten</em> (1991), Dorsman <em>Een hippopotamus in toga …</em> (2003), Heijnen <em>Met aan je voeten de zon</em> (2013), <u>profs.library.uu.nl</u>

&nbsp;

&nbsp;","","1290","2017-08-19 12:49:10","2017-08-19 10:49:10","open","open","omd-2017-senaatszaal","publish","0","0","post","0","","","Geen categorie",""
"OMD 2018 Nobelprijswinnaars utrecht","http://histomap.eu/2017/08/19/omd-2017-nobelprijswinnaars-utrecht/","Sat, 19 Aug 2017 11:29:08 +0000","hm","http://histomap.eu/?p=1301","<img class=""alignnone size-full wp-image-1294"" src=""http://histomap.eu/wp-content/uploads/2017/08/imagesXIASYY3M.jpg"" alt="""" width=""290"" height=""174"" />

<strong>“De Utrechtse Nobelprijswinnaars”</strong>

<strong>Louis M. A. Akkermans </strong>

Universiteit Utrecht –  Academiegebouw  –  Christiaan Eijkmankamer

Sinds de eerste uitreiking van de meest prestigieuze onderscheiding op het gebied van de wetenschap in 1901, de Nobelprijs, hebben 11 wetenschappers die min of meer aan de Universiteit Utrecht verbonden waren deze prijs verworven. Deze wetenschappers waren onderzoekers op het gebied van de natuurkunde, scheikunde, economie en geneeskunde. Het is uitermate boeiend om de biografieën van deze wetenschappers te lezen: uit welke gezinnen kwamen ze, wat was de belangrijkste motivatie voor hun onderzoek, hoe is hun wetenschappelijke carrière verlopen, wat is de betekenis van hun onderzoek voor de mensheid, welke voor en tegenspoed hebben ze moeten verwerken van middelbare school tot en met hun Nobelprijs. Aan de hand van portretten van de Utrechtse Nobelprijswinnaars zal een korte toelichting worden gegeven op bovengenoemde vragen en is er gelegenheid tot het stellen van vragen.","","1301","2017-08-19 13:29:08","2017-08-19 11:29:08","open","open","omd-2017-nobelprijswinnaars-utrecht","publish","0","0","post","0","","","Geen categorie",""
"OMD 2017 Nicolaaskerk","http://histomap.eu/2017/08/19/omd-2017-nicolaaskerk/","Sat, 19 Aug 2017 16:28:08 +0000","hm","http://histomap.eu/?p=1304","<img class=""alignnone size-medium wp-image-1249"" src=""http://histomap.eu/wp-content/uploads/2017/03/266px-Jacobikerk_Utrecht-225x300.jpg"" alt="""" width=""225"" height=""300"" />

<strong>Nicolaaskerkhof: ""de verborgen geschiedenis van het kerkhof""</strong>

<strong>Jan Jansen</strong>

‘De vroomheid, de schoonheid, de jeugd, de dood, de waanzin en de ouderdom troffen hier tezamen,’ is de tekst op een plaquette aan de Nicolaaskerk van schrijfster Clare Lennart uit 1960. Honderden, nog aanwezige graven, zijn stille naamloze getuigen van duizend jaar geschiedenis van het Nicolaaskerkhof.

Vroomheid: De kerk stamt uit begin 12<sup>e</sup> eeuw. De patroonheilige was Sint-Nicolaas, wat er op wijst dat het de kerk van vissers en schippers was. Het was een parochiekerk van een groot gebied, de parochie besloeg zelfs de Bilt en Vechten. Deze oorspronkelijke romaanse kerk heeft twee torens. Dat was bijzonder omdat het was voorbehouden aan kathedralen, klooster en kapittelkerken.

Jeugd: Eeuwenlang heeft het gebied aantrekkingskracht uitgeoefend op de jeugd. Het Nicolaaskerkhof was de centrale kerk van het vroegmiddeleeuwse dijkdorp Twijnstraat en omgeving, een gebied vier meter boven de waterspiegel van de Oudegracht. Het moet een levendige dorpsgemeenschap geweest zijn getuige de archeologische opgravingresultaten.

Dood: begraafplaats van bewoners van het gebied, die vaak geteisterd werden door vreselijke epidemieën en besmettelijke ziektes. De pest, cholera, tyfus waarden rond en decimeerden hele gezinnen. De vaak smartelijke leefomstandigheden in de middeleeuwen door ziektes en sterfte bij geboorte leidden tot een sterk godsdienstige samenleving, waarin onderlinge hulp tussen gezinnen onontbeerlijk was.

Waanzin: Het gebied werd gedomineerd door de opvang van mensen met een afwijkend gedrag. Willem Arntz heeft in 1461 zijn nalatenschap gewijd aan de opvang van deze mensen die, vaak wegens overlast, door de gemeenschap werden uitgestoten. Bijzonder is het jaarlijks gehouden Paasdol op het Nicolaaskerkhof. Tijdens Pasen werden de krankzinnigen in stalen kooien tegen betaling aam het volk getoond. Mensen mochten ze dan beschimpen. Van de opbrengst kon weer een aantal maanden eten betaald worden voor de opgeslotenen.

Ouderdom: De Kameren van Maria van Pallaes is een rijtje van twaalf vrijwoningen, gebouwd in 1651, in de Agnietenstraat waren bestemd voor ouderen die geen inkomen hadden. De patriciër Maria van Pallaes (1587-1664) besloot bij gebrek aan erfgenamen haar nalatenschap te besteden aan armenzorg. Bewoners hoefden geen huur te betalen en kregen voedsel en brandstof. Ze moesten een godsdienstig leven geleefd hebben. De eenkamerwoningen zijn in beheer van het Utrechts Monumentenfonds.","","1304","2017-08-19 18:28:08","2017-08-19 16:28:08","open","open","omd-2017-nicolaaskerk","publish","0","0","post","0","","","Geen categorie",""
"OMD 2019 de Janskerk","http://histomap.eu/2017/08/19/omd-2017-de-janskerk/","Sat, 19 Aug 2017 16:37:10 +0000","hm","http://histomap.eu/?p=1306","<img class=""alignnone size-medium wp-image-1307"" src=""http://histomap.eu/wp-content/uploads/2017/08/800px-Janskerk_Janskerkhof_Utrecht-300x200.jpg"" alt="""" width=""300"" height=""200"" />

<strong>De Janskerk: waarom het Janskerkhof zo’n heel mooi plein is

Frits Broeyer</strong>

In de elfde eeuw zijn er in Utrecht veel kerken gebouwd door toedoen van een bisschop toentertijd, Bernold. De kerken dienden voor de kapittels, de ook aan zijn bisschopszetel verbonden gemeenschappen van geestelijken. Een van die nieuwe kerken was de Janskerk of beter St. Janskerk. Kapittelheren of kanunniken kwamen in het koor bijeen voor religieuze vieringen als het dagelijkse bidden van de getijden. De leden van een kapittel waren wel verplicht celibatair te leven, maar afzien van deze gelofte van kuisheid waren ze verder alleen gebonden aan die van de gehoorzaamheid. De derde gelofte die van de armoede gold niet voor hen. Niets lette een kapittelheer dan ook om in een rijk ingericht, fraai huis te wonen. Toen Karel V in 1540 Utrecht bezocht logeerde hij in de woning van de proost van het kapittel van St. Jan.

Het kapittel van St. Jan was dankzij schenkingen rijk. Het kon zich dus ook een fraaie kerk veroorloven en nu en dan verbouwingen eraan laten uitvoeren, waardoor het gebouw aan eigentijdse eisen voldeed. De oorspronkelijke kerk was gebouwd in de romaanse stijl, maar het koor is - duidelijk herkenbaar aan de puntbogen - gotisch.

Een kapittelkerk werd omgeven door een terrein, waarvoor eigen rechtsregels golden, een immuniteit. De immuniteit van het St. Janskapittel reikte tot aan de Voorstraat. Daarlangs stond een deel van de huizen van de kanunniken.

Met het verbod van de openbare uitoefening van de katholieke religie te Utrecht in 1580 duurde het tot 1659 voor de Janskerk door de stedelijke, protestantse kerk gebruikt werd. Het geconfisqueerde boekenbezit van de kloosters, de basis van de latere universiteitsbibliotheek, was in het koor ondergebracht. De protestanten hadden lang voldoende aan het schip. Tegenwoordig kerkt de oecumenische universiteitsgemeente in de Janskerk en heeft het koor weer een belangrijke religieuze functie.

De tand des tijd bleef knagen, maar gelukkig behield de Janskerk dankzij restauraties haar fraaie aanzien. Zij is nu het middelpunt van een plein, dat dank zij de bouw van panden dichterbij de kerk dan de Voorstraat een prachtig overzichtelijk geheel vormt.

Nog even de naam van de kerk, Janskerk, ooit dus eerbiediger klinkend St. Janskerk. Met deze Jan is Johannes de Doper bedoeld.","","1306","2017-08-19 18:37:10","2017-08-19 16:37:10","open","open","omd-2017-de-janskerk","publish","0","0","post","0","","","Geen categorie",""
"OMD 2017 Bartholomeus Gasthuis","http://histomap.eu/2017/08/19/omd-2017-bartholomeus-gasthuis/","Sat, 19 Aug 2017 16:45:09 +0000","hm","http://histomap.eu/?p=1310","<img class=""alignnone size-medium wp-image-1311"" src=""http://histomap.eu/wp-content/uploads/2017/08/1280px-Bartholomeïgasthuis_Utrecht-300x225.jpg"" alt="""" width=""300"" height=""225"" />

:<strong><b>1]</b></strong> Het informatiepaneel in de hal met afbeelding Willem v Abcoude (hoewel ik vóór mijn vakantie zag dat dit in revisie is, maar misschien hangt er dan al weer iets nieuws);
<strong><b>2]</b></strong> de Regentenzaal met de gobelins (ik heb begrepen dat de Regentenzaal toch al de hele dag open is wegens Open Monumentendag);
<strong><b>3]</b></strong> de wapens van regenten en huismeesters in de serre.","","1310","2017-08-19 18:45:09","2017-08-19 16:45:09","open","open","omd-2017-bartholomeus-gasthuis","publish","0","0","post","0","","","Geen categorie",""
"OMD 2017 Het vleeshuis de Ossekop","http://histomap.eu/2017/08/19/omd-2017-het-vleeshuis-de-ossekop/","Sat, 19 Aug 2017 16:50:33 +0000","hm","http://histomap.eu/?p=1313","<img class=""alignnone size-medium wp-image-1314"" src=""http://histomap.eu/wp-content/uploads/2017/08/de-ossekop-216x300.jpg"" alt="""" width=""216"" height=""300"" />

<strong>De Ossekop, het Kleine Vleeshuis</strong>

<strong> Casper Staal     </strong>

Bij een intern Utrechts conflict van 1423 tot 1433 waren de vleeshouwers partij. Zij steunden de familie Van Lokhorst en haar facties die vóór Zweder van Kuilenburg als bisschop van Utrecht waren. De vleeshouwers hadden hun gildehuis in wat nu de Annastraat heet. Dus pal achter het stadhuis. En die vleeshouwers hadden beroepsmatig grote messen en andere vervaarlijke voorwerpen die ze toen als wapens gebruikten. Daarom hief het stadsbestuur het gilde van de vleeshouwers in 1433 op en bracht ze onder bij het brouwersgilde.

De vleeshouwers kregen twee nieuwe locaties aangewezen: aan de Voorstraat en aan de Lange Nieuwstraat. Op deze laatste locatie bedreven de vleeshouwers hun ambacht van 1432 tot 1844. Inmiddels had het beroep van slager zich ontwikkeld die thuis slachtte, vlees verkocht en worsten maakte. In 1844 ging daarom in de Ossekop een visboer zijn handel uitoefenen. In 1939 kocht de Catharijnekerk de Ossekop ten behoeve van het katholieke jeugdwerk. Toen de katholieke verkennerij, nu Scouting geheten, het pand niet meer nodig had, kreeg het andere functies. In 2012 werd de Ossekop gerestaureerd en werd er een galerie in gevestigd. Sinds kort staat het te huur.

Over het gebouw en het gebruik van de Ossekop van 1432 tot heden gaat de rondleiding.","","1313","2017-08-19 18:50:33","2017-08-19 16:50:33","open","open","omd-2017-het-vleeshuis-de-ossekop","publish","0","0","post","0","","","Geen categorie",""
"OMD 2017 Museum Sonnenborg","http://histomap.eu/2017/08/19/omd-2017-museum-sonnenborg/","Sat, 19 Aug 2017 16:59:17 +0000","hm","http://histomap.eu/?p=1316","<img class=""alignnone size-full wp-image-1317"" src=""http://histomap.eu/wp-content/uploads/2017/08/266px-Sonnenborgh_Utrecht.jpg"" alt="""" width=""266"" height=""200"" />

<strong>Sonnenborgh als verdediging en als verleidelijke plek
</strong>

<strong>James van Lidth de Jeude</strong>

In de  presentatie in het kader van de open monumentendag komen aan de orde
<ul>
 	<li>De bouw van Sonnenborgh en de andere 3 bastions (Manenborgh, Sterrenborgh en Morgenster) na de voltooiing van het kasteel Vredenburg.</li>
 	<li>De functie van de bastions en de onderlinge afscherming.</li>
 	<li>Het gebruik later als Hortus en als eerste chemisch laboratorium van de Universiteit.</li>
 	<li>De komst van Buys Ballot en zijn activiteiten op het gebied van sterrenkunde en meteorologie.</li>
 	<li>De huidige functie na de opgravingen in 1999.</li>
 	<li>Het gedicht van Leo Vroman</li>
</ul>","","1316","2017-08-19 18:59:17","2017-08-19 16:59:17","open","open","omd-2017-museum-sonnenborg","publish","0","0","post","0","","","1529-1794: 80-jarige oorlog",""
"Drift 15","http://histomap.eu/2017/08/19/drift-15/","Sat, 19 Aug 2017 17:08:13 +0000","hm","http://histomap.eu/?p=1319","<img class=""alignnone size-medium wp-image-1320"" src=""http://histomap.eu/wp-content/uploads/2017/08/drift-15-300x235.jpg"" alt="""" width=""300"" height=""235"" />

""Drift 15: van claustraal huis via woonhuis en edelsmitse naar de Universiteit""

Guus Schrijvers

<span style=""background: white; color: #666666; font-family: 'Arial','sans-serif'; font-size: 10.5pt;"">Dit pand was oorspronkelijk een claustraal huis van het kapittel van de Janskerk. Vanaf 1898 betrok de befaamde Utrechtse edelsmid Jan Hendrik Brom het huis; de door Pieter d’Hont gemaakte gedenksteen op de gevel herinnert hier nog aan. Het bijbehorende koetshuis (Keizerstraat 10) was in gebruik als smederij. In de jaren ’30 liet bewoner Leo Brom het huis verbouwen door Gerrit Rietveld. De ontwerptekening die Rietveld maakte voor de verbouwing van de badkamer bevindt zich in de collectie van het Centraal Museum.</span>

&nbsp;","","1319","2017-08-19 19:08:13","2017-08-19 17:08:13","open","open","drift-15","publish","0","0","post","0","","","Geen categorie",""
"OMD 2018 Geertekerk","http://histomap.eu/2018/08/12/omd-2018-geertekerk/","Sun, 12 Aug 2018 12:52:47 +0000","hm","http://histomap.eu/?p=1335","<img class=""alignnone size-medium wp-image-1336"" src=""http://histomap.eu/wp-content/uploads/2018/08/694-300x170.jpg"" alt="""" width=""300"" height=""170"" />

<strong>Geschiedenis ter plekke: Geertekerk</strong>

<strong>Jan Bergstra</strong>

De oorspronkelijke Geertekerk moet voor 1140 al hebben bestaan. De locatie was ongeveer schuin tegenover de huidige Geertekerk. Het huidige gebouw (althans wat van het oude nog over is) dateert van ongeveer 1255. De bekendste bezoeker uit de oude tijd was Adrianus, de latere paus. Hij ging naar de schooltje aan het Geertekerkhof en is vermoedelijk in de Geertekerk gedoopt.

Geerte was een non uit Nijvel. Ze was ondermeer goed in het verjagen van muizen en ratten, (te zien op de bloemen standaard in het koor van de kerk). Na de reformatie kwam de kerk in handen van de protestanten. Eind jaren 30 van de vorige eeuw raakte het gebouw in verval en zou worden afgebroken. Door de oorlog werd het besluit  uitgesteld, maar in de hongerwinter wist de buurt er wel raad mee.

De ruïne werd gekocht door de Remonstrantse Gemeente Utrecht ( RGU), volledig gerestaureerd en in 1956 in gebruik genomen. De kerk heeft drie gebrandschilderde ramen en twee luidklokken. Eén is in de oorlog niet van zijn plaats gehaald. De andere is heen en weer geweest naar Hamburg en niet omgesmolten. Sinds kort is bekend dat het slingeruurwerk uit 1656 zeer waarschijnlijk het oudste nog werkende is.

De RGU is sinds 1968 eigenaar en gebruiker van de kerk.

Ruim 35 jaar geleden kwamen in deze en ander remonstrantse kerken de gesprekken op gang over een kerkelijke zegen van ""'niet huwelijkse relaties"" . In 1985 werd de kerkorde hiervoor aangepast. Het was toen noodzakelijk om een term te kiezen (levensverbindtenis) die niet in het BW wordt vermeld.(scheiding kerk en staat).

In 2004 heeft het grootste deel van de Nederlands Hervormde Leeuwenbergh-gemeente zich aangesloten bij de RGU.

******","","1335","2018-08-12 14:52:47","2018-08-12 12:52:47","open","open","omd-2018-geertekerk","publish","0","0","post","0","","","Geen categorie",""
"OMD 2018 Catharinakathedraal","http://histomap.eu/2018/08/12/omd-2018-catharinakathedraal/","Sun, 12 Aug 2018 13:10:17 +0000","hm","http://histomap.eu/?p=1339","<img class=""alignnone size-medium wp-image-1341"" src=""http://histomap.eu/wp-content/uploads/2018/08/Utrecht_-_Sint_Catharinakathedraal_RM36264-163x300.jpg"" alt="""" width=""163"" height=""300"" />                    <span style=""color: #000000; font-family: Times New Roman; font-size: medium;""><strong>Catharinakathedraal</strong> </span>

<span style=""font-size: medium;""><strong><span style=""color: #000000; font-family: Times New Roman;"">Casper Staal</span></strong></span>

<span style=""color: #000000; font-family: Times New Roman; font-size: medium;"">De Catharinakathedraal viert dit jaar een jubileum. Het is 550 jaar geleden dat deze kerk gebouwd werd. Dat gebeurde door de karmelieten die zich in dat jaar in de bisschopsstad mochten vestigen. In de loop van haar geschiedenis heeft het gebouw diverse gebruikers gehad: tot 1529 karmelieten en Johannieters: in de zeventiende eeuw onder andere chirurgijns en protestanten. En vanaf de vroege negentiende eeuw katholieke militairen, parochianen en vanaf 1853 aartsbisschoppen. Van deze gebruikers zijn de sporen nu eens zichtbaar dan weer verdwenen. Als ervaringsdeskundige die zijn hele leven met de geschiedenis van dit kerkgebouw bezig is geweest zal oud-conservator van Museum Catharijneconvent Casper Staal uit dit rijke historieverhaal een aantal saillante zaken naar voren halen. </span>

&nbsp;","","1339","2018-08-12 15:10:17","2018-08-12 13:10:17","open","open","omd-2018-catharinakathedraal","publish","0","0","post","0","","","1814-1890: Willem I, II, III",""
